4,5,1,1,1,1,1
4,6,0,0,0,1,0
4,7,0,0,0,1,0
4,8,0,0,0,1,0
5,1,1,1,1,1,1
5,2,1,0,0,0,0
5,3,1,0,0,0,0
5,4,1,1,1,1,0
5,5,0,0,0,0,1
5,6,0,0,0,0,1
5,7,1,0,0,0,1
5,8,0,1,1,1,0
6,1,0,1,1,1,0
6,2,1,0,0,0,1
6,3,1,0,0,0,0
6,4,1,0,1,1,0
6,5,1,1,0,0,1
6,6,1,0,0,0,1
6,7,1,0,0,0,1
6,8,0,1,1,1,0
7,1,1,1,1,1,1
7,2,0,0,0,0,1
7,3,0,0,0,0,1
7,4,0,0,0,0,1
7,5,0,0,0,0,1
7,6,0,0,0,0,1
7,7,0,0,0,0,1
7,8,0,0,0,0,1
8,1,0,1,1,1,0
8,2,1,0,0,0,1
8,3,1,0,0,0,1
8,4,0,1,1,1,0
8,5,1,0,0,0,1
8,6,1,0,0,0,1
8,7,1,0,0,0,1
8,8,0,1,1,1,0
9,1,0,1,1,1,0
9,2,1,0,0,0,1
9,3,1,0,0,0,1
9,4,1,0,0,0,1
9,5,0,1,1,1,1
9,6,0,0,0,0,1
9,7,0,0,0,0,1
9,8,0,0,0,0,1
s,1,0,0,0,0,0
s,2,0,0,0,0,0
s,3,0,0,0,0,0
s,4,0,0,0,0,0
s,5,0,0,0,0,0
s,6,0,0,0,0,0
s,7,0,0,0,0,0
s,8,0,0,0,0,0
